,SalePrice,Lot.Area,Gr.Liv.Area,Heating.QC,Central.Air
2026,140000,5700,1344,Bueno,NO
2027,136000,8520,2526,Tipico_pobre,NO
2028,113000,5680,1173,Tipico_pobre,NO
2029,117000,5680,1214,Tipico_pobre,NO
2030,169500,7758,1818,Excelente,SI
2031,139400,7449,1108,Excelente,SI
2032,202500,13200,2294,Tipico_pobre,SI
2033,127000,6882,1355,Tipico_pobre,SI
2034,141000,9000,1375,Tipico_pobre,SI
2035,212300,9780,1952,Excelente,SI
2036,161000,10320,2180,Bueno,SI
2037,99500,4330,1315,Tipico_pobre,SI
2038,101000,7200,1111,Tipico_pobre,NO
2039,109900,4800,1196,Excelente,SI
2040,128500,12358,1382,Tipico_pobre,SI
2041,122000,10120,1889,Tipico_pobre,NO
2042,87000,4388,840,Excelente,SI
2043,50000,10320,1484,Tipico_pobre,SI
2044,219000,12888,2267,Tipico_pobre,SI
2045,200500,18030,3086,Tipico_pobre,SI
2046,126000,8160,1134,Tipico_pobre,NO
2047,108500,4484,1282,Tipico_pobre,NO
2048,130000,11235,999,Tipico_pobre,SI
2049,158450,11235,1452,Bueno,SI
2050,115400,14299,1005,Tipico_pobre,SI
2051,118500,7943,1029,Bueno,SI
2052,165000,14149,1020,Tipico_pobre,SI
2053,123000,11677,1040,Tipico_pobre,SI
2054,129000,8400,913,Bueno,SI
2055,125000,7094,894,Tipico_pobre,SI
2056,108000,8978,948,Tipico_pobre,SI
2057,119900,8425,868,Bueno,SI
2058,115000,8665,897,Tipico_pobre,SI
2059,134500,8398,943,Tipico_pobre,SI
2060,127000,7742,955,Excelente,SI
2061,129000,8724,894,Bueno,SI
2062,143500,8197,1285,Excelente,SI
2063,129000,8169,912,Excelente,SI
2064,187000,14175,1375,Bueno,SI
2065,158000,16779,2654,Tipico_pobre,SI
2066,112000,25339,1416,Excelente,SI
2067,165250,6960,1302,Excelente,SI
2068,150000,11375,1299,Tipico_pobre,SI
2069,137000,13770,1176,Tipico_pobre,SI
2070,89500,9000,998,Tipico_pobre,NO
2071,302000,115149,1824,Tipico_pobre,SI
2072,182000,11075,1522,Excelente,SI
2073,211000,10029,2060,Tipico_pobre,SI
2074,216000,17541,1325,Excelente,SI
2075,130000,22692,1630,Tipico_pobre,SI
2076,109900,17808,1242,Tipico_pobre,NO
2077,255000,12671,2422,Excelente,SI
2078,243000,12615,2158,Tipico_pobre,SI
2079,154000,10512,1626,Excelente,SI
2080,118000,5400,864,Tipico_pobre,SI
2081,80000,11515,943,Tipico_pobre,NO
2082,150000,7711,1440,Tipico_pobre,SI
2083,86000,9098,605,Excelente,SI
2084,130000,3869,1038,Bueno,SI
2085,125000,9280,1342,Excelente,SI
2086,136500,11100,1480,Tipico_pobre,NO
2087,96000,7550,1362,Tipico_pobre,NO
2088,120000,9060,1340,Excelente,SI
2089,228500,23920,1822,Excelente,SI
2090,179900,10357,1442,Bueno,SI
2091,225000,13474,2243,Bueno,SI
2092,301000,10380,2730,Excelente,SI
2093,238000,13125,2127,Excelente,SI
2094,228500,11287,1982,Bueno,SI
2095,220000,9317,1958,Excelente,SI
2096,383970,9965,2696,Excelente,SI
2097,424870,9965,2828,Excelente,SI
2098,250000,9178,1651,Excelente,SI
2099,360000,10481,2140,Excelente,SI
2100,279500,10652,1494,Excelente,SI
2101,200141,11175,1316,Excelente,SI
2102,246500,10235,1651,Excelente,SI
2103,276000,9588,2574,Excelente,SI
2104,203000,8814,1274,Excelente,SI
2105,155835,11103,1456,Excelente,SI
2106,194000,8556,1240,Excelente,SI
2107,195400,6762,1208,Excelente,SI
2108,217000,11750,1546,Excelente,SI
2109,212999,8760,1500,Excelente,SI
2110,175900,7242,1270,Excelente,SI
2111,191000,9316,1795,Excelente,SI
2112,176432,9317,1314,Bueno,SI
2113,277000,14364,2062,Excelente,SI
2114,207000,8883,1873,Excelente,SI
2115,277000,159000,2144,Bueno,SI
2116,240000,53107,1953,Excelente,SI
2117,187500,12205,2087,Bueno,SI
2118,279000,20064,1743,Excelente,SI
2119,139500,14217,1022,Bueno,SI
2120,126000,8775,990,Bueno,SI
2121,177500,11249,1200,Excelente,SI
2122,175000,10021,1308,Excelente,SI
2123,211000,9531,1796,Excelente,SI
2124,146000,8428,990,Excelente,SI
2125,147900,16561,1097,Excelente,SI
2126,123600,8070,990,Excelente,SI
2127,204750,9337,1786,Excelente,SI
2128,235500,10820,1873,Excelente,SI
2129,217000,12352,1753,Excelente,SI
2130,190550,9543,1690,Excelente,SI
2131,217500,8826,1842,Excelente,SI
2132,226000,10665,1479,Excelente,SI
2133,180000,11317,1668,Excelente,SI
2134,131000,11800,894,Tipico_pobre,SI
2135,153500,8660,1025,Tipico_pobre,SI
2136,160000,9720,1009,Tipico_pobre,SI
2137,134900,8982,1040,Tipico_pobre,SI
2138,130000,16300,907,Tipico_pobre,SI
2139,120000,9675,879,Tipico_pobre,SI
2140,112500,7700,882,Tipico_pobre,SI
2141,122000,10356,969,Tipico_pobre,SI
2142,127000,7200,864,Bueno,SI
2143,117000,7200,875,Bueno,SI
2144,305900,10386,2000,Excelente,SI
2145,228500,9375,2169,Excelente,SI
2146,270000,11354,1673,Excelente,SI
2147,192000,8749,1459,Excelente,SI
2148,213000,8749,1932,Excelente,SI
2149,200000,8158,1729,Excelente,SI
2150,267000,16226,2452,Excelente,SI
2151,228000,11927,1592,Excelente,SI
2152,275000,12728,2439,Excelente,SI
2153,211000,15295,1992,Excelente,SI
2154,285000,11248,1668,Excelente,SI
2155,240000,10000,2090,Excelente,SI
2156,131500,4435,848,Excelente,SI
2157,246900,17227,1341,Excelente,SI
2158,219500,8200,1928,Excelente,SI
2159,185000,8450,1337,Excelente,SI
2160,179400,8145,1476,Excelente,SI
2161,213500,9245,1797,Excelente,SI
2162,179600,8500,1422,Excelente,SI
2163,173500,8769,1190,Excelente,SI
2164,167840,8334,1330,Excelente,SI
2165,168675,8333,1491,Bueno,SI
2166,167000,9045,1536,Excelente,SI
2167,140000,9170,1214,Excelente,SI
2168,118500,9825,936,Bueno,SI
2169,110000,8308,1088,Tipico_pobre,SI
2170,94750,10921,960,Tipico_pobre,SI
2171,122000,16287,1351,Tipico_pobre,SI
2172,110000,8240,1179,Bueno,SI
2173,118500,11841,816,Tipico_pobre,SI
2174,133500,6285,1044,Tipico_pobre,SI
2175,148000,7917,1113,Tipico_pobre,SI
2176,141000,9555,2233,Tipico_pobre,SI
2177,155000,8536,1125,Bueno,SI
2178,157000,7024,1090,Bueno,SI
2179,171500,7023,1408,Bueno,SI
2180,183850,39290,5095,Excelente,SI
2181,184750,40094,4676,Excelente,SI
2182,140000,3675,1072,Excelente,SI
2183,131750,6400,960,Excelente,SI
2184,61500,6882,1152,Tipico_pobre,NO
2185,111000,10215,948,Excelente,SI
2186,98500,8741,1195,Tipico_pobre,NO
2187,79000,4270,774,Excelente,SI
2188,108500,10042,865,Tipico_pobre,SI
2189,110000,9450,894,Excelente,SI
2190,112000,11767,1346,Bueno,NO
2191,125000,8172,768,Tipico_pobre,SI
2192,79275,8172,864,Tipico_pobre,SI
2193,119000,8190,948,Excelente,SI
2194,200000,10896,3395,Excelente,SI
2195,150000,10890,2592,Tipico_pobre,NO
2196,165000,10592,1502,Tipico_pobre,SI
2197,96500,10594,789,Tipico_pobre,NO
2198,136500,7223,1422,Tipico_pobre,SI
2199,146500,6821,1298,Bueno,SI
2200,175000,7200,1768,Excelente,SI
2201,148500,4000,1098,Tipico_pobre,SI
2202,141500,6720,1436,Tipico_pobre,NO
2203,189950,7642,1426,Bueno,SI
2204,135000,7155,1461,Tipico_pobre,SI
2205,164000,7128,1646,Bueno,SI
2206,90350,4280,694,Tipico_pobre,NO
2207,139000,5362,1250,Excelente,SI
2208,119750,6305,954,Excelente,SI
2209,145000,7136,1958,Tipico_pobre,NO
2210,145000,6270,2002,Tipico_pobre,NO
2211,238000,7230,1718,Bueno,SI
2212,153500,13108,1226,Tipico_pobre,SI
2213,239000,22420,2624,Tipico_pobre,NO
2214,359100,12168,3194,Tipico_pobre,SI
2215,188000,7810,1755,Excelente,SI
2216,220000,11275,1991,Tipico_pobre,SI
2217,140000,6221,1355,Excelente,SI
2218,315000,10570,2727,Tipico_pobre,SI
2219,259500,7259,2320,Excelente,SI
2220,257500,14442,1839,Excelente,SI
2221,219500,13125,1740,Tipico_pobre,SI
2222,217000,21000,2259,Tipico_pobre,SI
2223,201000,25485,1560,Tipico_pobre,SI
2224,215000,21579,1488,Excelente,SI
2225,123900,1782,1045,Bueno,SI
2226,170000,17871,1680,Bueno,SI
2227,200000,3907,1020,Bueno,SI
2228,198000,20693,1696,Excelente,SI
2229,200624,32668,2515,Tipico_pobre,SI
2230,315000,18044,2726,Bueno,SI
2231,115000,8500,1517,Tipico_pobre,NO
2232,141000,7000,1215,Bueno,SI
2233,87000,5000,803,Tipico_pobre,NO
2234,129850,7288,1601,Excelente,SI
2235,100000,6060,1123,Bueno,SI
2236,150909,9060,1828,Excelente,SI
2237,75200,3672,816,Excelente,SI
2238,118400,8263,1012,Tipico_pobre,SI
2239,67000,8967,1077,Bueno,SI
2240,152000,13710,1558,Tipico_pobre,SI
2241,68104,11067,845,Excelente,SI
2242,119600,8250,1991,Tipico_pobre,NO
2243,140000,6565,1073,Bueno,SI
2244,124900,6060,1001,Excelente,SI
2245,375000,5568,1625,Bueno,SI
2246,235000,4750,1625,Excelente,SI
2247,183500,12150,1299,Tipico_pobre,SI
2248,156000,7540,912,Excelente,SI
2249,134000,9187,1080,Tipico_pobre,SI
2250,215000,10000,1392,Excelente,SI
2251,245000,12864,1409,Excelente,SI
2252,210000,9928,1478,Tipico_pobre,SI
2253,148000,8750,918,Tipico_pobre,SI
2254,143000,8410,1026,Tipico_pobre,SI
2255,244000,4054,1501,Excelente,SI
2256,330000,9763,1502,Excelente,SI
2257,170000,16905,1328,Bueno,SI
2258,257000,19958,2279,Bueno,SI
2259,231713,8368,1689,Excelente,SI
2260,267300,8298,1564,Excelente,SI
2261,265900,9037,1484,Excelente,SI
2262,239000,10991,1571,Excelente,SI
2263,248900,10656,1646,Excelente,SI
2264,174000,10331,1240,Bueno,SI
2265,187500,13758,1717,Excelente,SI
2266,204000,9303,1756,Excelente,SI
2267,180500,6718,1312,Excelente,SI
2268,187500,9590,1146,Excelente,SI
2269,282000,11305,1922,Excelente,SI
2270,178000,7777,1491,Excelente,SI
2271,270000,14536,1629,Excelente,SI
2272,279900,11800,2486,Excelente,SI
2273,186700,35133,1572,Bueno,SI
2274,283463,15306,1776,Excelente,SI
2275,392000,12633,1824,Excelente,SI
2276,281213,12665,2482,Excelente,SI
2277,147000,8402,1120,Excelente,SI
2278,130000,43500,2034,Excelente,SI
2279,140000,6710,936,Excelente,SI
2280,132250,25286,1040,Bueno,SI
2281,143000,25000,1632,Tipico_pobre,SI
2282,168000,32463,1622,Excelente,SI
2283,129900,4224,1060,Tipico_pobre,SI
2284,134000,4224,1142,Tipico_pobre,SI
2285,85500,1504,1092,Tipico_pobre,SI
2286,106500,1533,992,Tipico_pobre,SI
2287,93900,1495,1092,Excelente,SI
2288,75000,2001,1092,Tipico_pobre,SI
2289,84500,1936,630,Bueno,SI
2290,75190,1890,1092,Excelente,SI
2291,146800,11333,1062,Tipico_pobre,SI
2292,153500,9129,1008,Tipico_pobre,SI
2293,188000,15957,1356,Tipico_pobre,SI
2294,196000,33983,1676,Tipico_pobre,SI
2295,157000,8286,1432,Excelente,SI
2296,138000,6723,796,Tipico_pobre,SI
2297,129500,7244,768,Excelente,SI
2298,80000,27697,1608,Tipico_pobre,NO
2299,129500,7599,845,Tipico_pobre,SI
2300,135000,11000,1178,Tipico_pobre,SI
2301,124500,8314,816,Tipico_pobre,SI
2302,139000,11625,816,Tipico_pobre,SI
2303,93500,10712,974,Tipico_pobre,SI
2304,124500,10447,887,Tipico_pobre,SI
2305,149900,11027,1293,Bueno,SI
2306,157500,10533,1024,Tipico_pobre,SI
2307,169000,11765,1797,Tipico_pobre,SI
2308,252000,39384,1390,Excelente,SI
2309,192100,11727,1851,Bueno,SI
2310,183500,8238,1525,Excelente,SI
2311,222000,13006,2236,Bueno,SI
2312,170000,13041,1671,Bueno,SI
2313,187500,13031,1498,Bueno,SI
2314,202000,9783,1776,Bueno,SI
2315,185000,11207,1511,Bueno,SI
2316,320000,19378,2462,Excelente,SI
2317,240000,14859,1670,Excelente,SI
2318,250000,13128,2064,Excelente,SI
2319,239900,10463,1801,Excelente,SI
2320,309000,13751,2212,Excelente,SI
2321,274725,23257,2021,Excelente,SI
2322,270000,13108,2687,Excelente,SI
2323,183500,8076,1169,Bueno,SI
2324,165600,7685,1501,Bueno,SI
2325,176500,9084,1632,Bueno,SI
2326,130000,3701,1204,Tipico_pobre,SI
2327,239000,5306,1767,Bueno,SI
2328,275000,6563,1742,Tipico_pobre,SI
2329,457347,16023,2798,Excelente,SI
2330,545224,18062,3390,Excelente,SI
2331,356383,12292,2473,Excelente,SI
2332,556581,16056,2868,Excelente,SI
2333,361919,12438,2576,Excelente,SI
2334,535000,16052,2698,Excelente,SI
2335,401179,15922,2795,Excelente,SI
2336,438780,13682,2945,Excelente,SI
2337,169000,14762,2320,Bueno,SI
2338,145000,34650,1056,Tipico_pobre,NO
2339,318000,8147,1714,Excelente,SI
2340,319000,11302,1826,Excelente,SI
2341,470000,18261,2000,Excelente,SI
2342,202500,14145,1621,Excelente,SI
2343,229000,13837,2183,Bueno,SI
2344,235000,16659,2263,Tipico_pobre,SI
2345,190000,18800,1574,Tipico_pobre,SI
2346,169000,10464,1102,Tipico_pobre,SI
2347,241500,10400,1872,Bueno,SI
2348,188900,10530,1857,Tipico_pobre,SI
2349,207500,10240,1686,Tipico_pobre,SI
2350,250000,16692,2784,Tipico_pobre,SI
2351,179900,11475,1552,Tipico_pobre,SI
2352,172000,9927,1083,Tipico_pobre,SI
2353,294323,9512,2318,Excelente,SI
2354,184500,10530,1875,Tipico_pobre,SI
2355,153500,10140,1074,Excelente,SI
2356,162900,10140,1664,Tipico_pobre,SI
2357,181000,10140,1309,Tipico_pobre,SI
2358,155000,10000,1103,Tipico_pobre,SI
2359,138800,15870,1096,Excelente,SI
2360,116050,9353,864,Bueno,SI
2361,88000,8125,858,Tipico_pobre,SI
2362,97500,7200,874,Tipico_pobre,SI
2363,190000,8773,1419,Excelente,SI
2364,105500,2760,1092,Tipico_pobre,SI
2365,125500,2160,1365,Bueno,SI
2366,83000,1953,987,Tipico_pobre,SI
2367,116000,1890,1030,Excelente,SI
2368,91500,1680,1218,Tipico_pobre,SI
2369,118000,1680,1218,Bueno,SI
2370,89000,1680,948,Tipico_pobre,SI
2371,108000,1680,1092,Bueno,SI
2372,94500,1680,987,Tipico_pobre,SI
2373,146300,4043,1069,Bueno,SI
2374,145000,7514,1387,Tipico_pobre,SI
2375,123000,7838,900,Tipico_pobre,SI
2376,137500,2280,1055,Tipico_pobre,SI
2377,144000,2179,1456,Bueno,SI
2378,315000,16737,1980,Excelente,SI
2379,412083,16387,2589,Bueno,SI
2380,342643,16259,2596,Excelente,SI
2381,252000,16163,1618,Excelente,SI
2382,465000,13891,2076,Excelente,SI
2383,293000,12228,1740,Excelente,SI
2384,415000,14780,1868,Excelente,SI
2385,326000,16033,1850,Excelente,SI
2386,325300,14215,2376,Excelente,SI
2387,309000,13418,2452,Excelente,SI
2388,300000,13975,2206,Excelente,SI
2389,275500,10240,2098,Bueno,SI
2390,338500,9942,2091,Excelente,SI
2391,345000,11924,2324,Excelente,SI
2392,344133,12867,2253,Excelente,SI
2393,298236,10672,2389,Bueno,SI
2394,329900,11643,2358,Excelente,SI
2395,360000,12378,1944,Excelente,SI
2396,281000,11065,1970,Excelente,SI
2397,372397,13758,1792,Excelente,SI
2398,378000,14828,1780,Excelente,SI
2399,374000,11846,1792,Excelente,SI
2400,437154,20431,2728,Excelente,SI
2401,275000,10927,1904,Excelente,SI
2402,279000,13215,1914,Excelente,SI
2403,185850,7052,1364,Excelente,SI
2404,282500,5911,1565,Excelente,SI
2405,202500,6955,1368,Excelente,SI
2406,202665,6792,1368,Excelente,SI
2407,332200,7740,1686,Excelente,SI
2408,310090,6373,1666,Excelente,SI
2409,171750,3136,1405,Excelente,SI
2410,169990,10237,1316,Excelente,SI
2411,170440,10237,1456,Excelente,SI
2412,169985,10237,1492,Excelente,SI
2413,179665,17104,1496,Excelente,SI
2414,219210,14054,1863,Excelente,SI
2415,174190,11660,1326,Excelente,SI
2416,172785,15578,1456,Bueno,SI
2417,258000,11631,2373,Excelente,SI
2418,185101,9073,1492,Excelente,SI
2419,210250,3087,1364,Excelente,SI
2420,234000,3196,1557,Excelente,SI
2421,215000,3196,1456,Excelente,SI
2422,246990,2938,1511,Excelente,SI
2423,178740,3072,1414,Excelente,SI
2424,225000,3072,1548,Excelente,SI
2425,167240,3010,1248,Excelente,SI
2426,156820,3010,1142,Excelente,SI
2427,213490,3013,1506,Excelente,SI
2428,264561,3982,1567,Excelente,SI
2429,246578,4045,1500,Excelente,SI
2430,192140,21930,1838,Excelente,SI
2431,183200,7861,1509,Excelente,SI
2432,178000,9056,1414,Excelente,SI
2433,201490,9171,1598,Excelente,SI
2434,230500,11194,1936,Excelente,SI
2435,180000,7875,1509,Excelente,SI
2436,172400,8121,1664,Excelente,SI
2437,215000,8658,1889,Excelente,SI
2438,199900,11214,1886,Bueno,SI
2439,173000,10852,1671,Excelente,SI
2440,287602,12104,2322,Bueno,SI
2441,230000,8738,2291,Excelente,SI
2442,348000,9452,2392,Excelente,SI
2443,286000,9660,1976,Excelente,SI
2444,300000,9545,2234,Excelente,SI
2445,625000,35760,3627,Excelente,SI
2446,405000,9233,2855,Excelente,SI
2447,280000,12011,1924,Excelente,SI
2448,258000,12090,2263,Bueno,SI
2449,350000,10019,2726,Excelente,SI
2450,584500,17242,3500,Excelente,SI
2451,321000,10236,2494,Excelente,SI
2452,290000,10120,2526,Excelente,SI
2453,315000,12585,2799,Excelente,SI
2454,252000,12447,1964,Excelente,SI
2455,336820,15218,1670,Excelente,SI
2456,423000,20896,2097,Excelente,SI
2457,290000,10182,1660,Excelente,SI
2458,232000,8688,1616,Excelente,SI
2459,199000,10936,1504,Excelente,SI
2460,198600,8640,1278,Excelente,SI
2461,405749,13162,2640,Excelente,SI
2462,232600,11216,1489,Excelente,SI
2463,266000,10728,1939,Bueno,SI
2464,186500,8125,1553,Excelente,SI
2465,200825,8125,1716,Excelente,SI
2466,197000,8125,1576,Excelente,SI
2467,185000,7200,1262,Bueno,SI
2468,176000,7500,1266,Excelente,SI
2469,187750,7200,1301,Excelente,SI
2470,139500,7733,1142,Excelente,SI
2471,186800,11024,1400,Excelente,SI
2472,132000,13072,1131,Excelente,SI
2473,142500,13072,1141,Excelente,SI
2474,158000,13072,1158,Excelente,SI
2475,184000,7800,1686,Excelente,SI
2476,184900,7632,1585,Excelente,SI
2477,187000,8304,1837,Excelente,SI
2478,175900,7153,1603,Excelente,SI
2479,248500,9370,1731,Excelente,SI
2480,172000,7175,1398,Bueno,SI
2481,151000,7175,1217,Bueno,SI
2482,150000,9019,1320,Excelente,SI
2483,107000,8900,1056,Tipico_pobre,SI
2484,119900,7800,965,Bueno,SI
2485,129500,9100,988,Excelente,SI
2486,125000,9100,1728,Tipico_pobre,SI
2487,119500,8927,1654,Tipico_pobre,SI
2488,144000,9240,1211,Bueno,SI
2489,151000,8471,1212,Tipico_pobre,SI
2490,126000,9308,984,Tipico_pobre,SI
2491,116000,8450,909,Tipico_pobre,SI
2492,133500,8638,925,Bueno,SI
2493,120875,13052,1024,Tipico_pobre,SI
2494,137000,13526,935,Tipico_pobre,SI
2495,124000,8020,912,Tipico_pobre,NO
2496,135000,6993,1236,Tipico_pobre,SI
2497,129200,8789,941,Tipico_pobre,SI
2498,260000,14330,2646,Bueno,SI
2499,260000,16059,2417,Excelente,SI
2500,334000,11025,2826,Excelente,SI
2501,310000,14541,2520,Excelente,SI
2502,268000,13346,2295,Excelente,SI
2503,262000,12461,1624,Excelente,SI
2504,176400,3628,1143,Excelente,SI
2505,197000,3316,1247,Excelente,SI
2506,151000,3180,1200,Excelente,SI
2507,147400,2544,1223,Excelente,SI
2508,149900,2544,1223,Excelente,SI
2509,144152,3180,1200,Excelente,SI
2510,166000,2998,1524,Excelente,SI
2511,183900,3735,1452,Excelente,SI
2512,165000,2651,1382,Excelente,SI
2513,139000,4447,1080,Excelente,SI
2514,200000,8314,1694,Excelente,SI
2515,221000,7180,1568,Excelente,SI
2516,270000,9549,1494,Excelente,SI
2517,165000,11250,1208,Tipico_pobre,SI
2518,214000,3760,1235,Bueno,SI
2519,188000,3640,1036,Tipico_pobre,SI
2520,190000,3874,1226,Tipico_pobre,SI
2521,170000,3876,1226,Tipico_pobre,SI
2522,385000,50271,1842,Bueno,SI
2523,146500,13110,1193,Excelente,SI
2524,170000,10192,1920,Bueno,SI
2525,262500,20781,2156,Tipico_pobre,SI
2526,179900,11700,1416,Bueno,SI
2527,250000,11029,2654,Tipico_pobre,SI
2528,165150,10400,1790,Bueno,SI
2529,164500,10140,1334,Bueno,SI
2530,140000,9600,1164,Tipico_pobre,SI
2531,135500,9750,980,Bueno,SI
2532,142000,9600,1051,Bueno,SI
2533,155000,8640,1770,Excelente,SI
2534,157500,9360,976,Tipico_pobre,SI
2535,138500,8400,1052,Bueno,SI
2536,140000,8400,898,Bueno,SI
2537,124400,9759,1051,Tipico_pobre,SI
2538,158000,9600,1141,Bueno,SI
2539,146000,9230,1200,Bueno,SI
2540,190000,14803,1993,Bueno,SI
2541,136500,10659,1050,Tipico_pobre,SI
2542,129900,9100,864,Tipico_pobre,SI
2543,145000,8393,1712,Excelente,SI
2544,185900,8800,1565,Excelente,SI
2545,160000,8800,1251,Tipico_pobre,SI
2546,167000,10368,1488,Excelente,SI
2547,157500,9350,1440,Bueno,SI
2548,140000,10382,1095,Tipico_pobre,SI
2549,150000,8973,1053,Tipico_pobre,SI
2550,151500,10800,1248,Excelente,SI
2551,129800,8550,816,Excelente,SI
2552,137000,11425,1008,Bueno,SI
2553,137000,9724,1043,Excelente,SI
2554,121600,4712,1230,Tipico_pobre,SI
2555,85500,5900,869,Tipico_pobre,SI
2556,79900,5825,747,Bueno,SI
2557,127000,7438,1252,Bueno,SI
2558,161000,9600,1433,Tipico_pobre,SI
2559,146500,10858,1624,Excelente,SI
2560,135000,9600,1216,Excelente,SI
2561,137900,10680,2136,Tipico_pobre,NO
2562,133000,9490,1578,Tipico_pobre,SI
2563,137000,9462,1728,Bueno,SI
2564,121000,9888,936,Tipico_pobre,SI
2565,119000,8917,1584,Tipico_pobre,SI
2566,172000,12700,1246,Tipico_pobre,SI
2567,98600,8500,1235,Tipico_pobre,SI
2568,226000,14200,2157,Excelente,SI
2569,118000,9000,1128,Tipico_pobre,SI
2570,235000,25419,3112,Bueno,SI
2571,135000,9723,1008,Tipico_pobre,SI
2572,132500,7728,1190,Tipico_pobre,SI
2573,143000,8163,1144,Tipico_pobre,SI
2574,132000,8400,1364,Bueno,SI
2575,145250,11600,1383,Tipico_pobre,SI
2576,162000,9610,1336,Excelente,SI
2577,148000,10000,1370,Excelente,SI
2578,141000,14850,1092,Tipico_pobre,SI
2579,153000,10152,1124,Excelente,SI
2580,134450,10011,1236,Tipico_pobre,SI
2581,135960,7032,943,Tipico_pobre,SI
2582,156000,8092,1050,Excelente,SI
2583,140000,11310,1375,Excelente,SI
2584,139500,12778,1008,Excelente,SI
2585,155000,10170,1575,Tipico_pobre,SI
2586,127000,7700,1145,Excelente,SI
2587,133500,11050,1005,Excelente,SI
2588,125000,13600,1056,Bueno,SI
2589,142000,15428,884,Excelente,SI
2590,167000,21299,2039,Excelente,SI
2591,159000,13300,1384,Bueno,SI
2592,180000,22136,2640,Tipico_pobre,SI
2593,127000,7500,1312,Excelente,SI
2594,112000,7000,1310,Bueno,SI
2595,99800,10410,713,Excelente,SI
2596,117000,5400,833,Excelente,SI
2597,108480,5400,1073,Excelente,SI
2598,68000,10914,715,Tipico_pobre,NO
2599,86900,7008,720,Excelente,SI
2600,120000,10800,1130,Excelente,SI
2601,155500,7200,1595,Excelente,SI
2602,80000,10818,1760,Tipico_pobre,SI
2603,105000,10410,1214,Tipico_pobre,SI
2604,160000,10800,2414,Tipico_pobre,NO
2605,170000,10800,1466,Bueno,SI
2606,160000,8658,1324,Excelente,SI
2607,159950,13400,1086,Tipico_pobre,SI
2608,165000,10184,1146,Tipico_pobre,SI
2609,159000,9786,1734,Tipico_pobre,SI
2610,147000,9510,1207,Excelente,SI
2611,115000,7800,912,Tipico_pobre,SI
2612,159500,8910,1194,Excelente,SI
2613,120000,7332,864,Excelente,SI
2614,129900,7100,816,Tipico_pobre,SI
2615,183000,10800,1773,Tipico_pobre,SI
2616,157500,11650,1472,Bueno,SI
2617,277500,18275,2448,Tipico_pobre,SI
2618,207500,16321,1600,Tipico_pobre,SI
2619,147500,12144,1521,Bueno,SI
2620,135000,10800,1192,Tipico_pobre,NO
2621,109500,7200,1040,Tipico_pobre,SI
2622,109900,7200,1040,Tipico_pobre,SI
2623,133700,7560,1040,Tipico_pobre,SI
2624,81400,8544,1040,Tipico_pobre,NO
2625,87500,8544,1040,Tipico_pobre,NO
2626,93500,8544,1040,Bueno,NO
2627,119000,8512,1556,Tipico_pobre,SI
2628,141000,7945,1150,Excelente,SI
2629,146000,7000,1150,Tipico_pobre,SI
2630,155000,7590,1348,Tipico_pobre,SI
2631,134500,10205,999,Tipico_pobre,SI
2632,120000,7400,1045,Bueno,SI
2633,105000,7000,864,Bueno,SI
2634,124000,7000,1025,Tipico_pobre,SI
2635,169000,9856,2014,Excelente,SI
2636,107000,9906,1328,Tipico_pobre,NO
2637,135000,9600,1668,Bueno,SI
2638,111500,5520,1657,Tipico_pobre,NO
2639,156500,9600,1416,Excelente,SI
2640,178000,9600,1641,Excelente,SI
2641,139900,6451,1428,Bueno,SI
2642,105000,3960,1004,Tipico_pobre,NO
2643,110000,5684,813,Excelente,SI
2644,111500,7745,1951,Bueno,NO
2645,108000,7741,1032,Bueno,NO
2646,111500,5633,844,Tipico_pobre,SI
2647,124000,9000,1750,Tipico_pobre,SI
2648,105000,7200,864,Excelente,SI
2649,116000,4400,1118,Tipico_pobre,SI
2650,96900,7614,1376,Bueno,SI
2651,135500,6000,960,Tipico_pobre,SI
2652,139000,6000,1566,Excelente,SI
2653,61500,7830,492,Tipico_pobre,SI
2654,120000,9576,1182,Tipico_pobre,SI
2655,126175,5820,1163,Excelente,SI
2656,64000,5747,840,Bueno,SI
2657,137000,9142,1928,Bueno,NO
2658,87000,9600,1774,Tipico_pobre,NO
2659,163000,10800,1768,Tipico_pobre,NO
2660,155000,6300,2104,Excelente,SI
2661,79000,5000,1440,Bueno,NO
2662,144000,8850,1690,Excelente,SI
2663,114504,3600,1368,Excelente,NO
2664,157000,7200,1762,Excelente,SI
2665,125000,11340,1200,Tipico_pobre,SI
2666,475000,22950,3608,Excelente,SI
2667,93500,5976,1248,Bueno,NO
2668,125000,9750,960,Excelente,SI
2669,64500,4761,1020,Tipico_pobre,NO
2670,100000,7446,788,Tipico_pobre,SI
2671,140200,6435,1577,Bueno,SI
2672,202500,11737,1827,Tipico_pobre,NO
2673,159000,5000,1664,Excelente,SI
2674,119900,7800,1118,Tipico_pobre,SI
2675,114500,6240,1176,Tipico_pobre,SI
2676,115000,6240,1344,Bueno,SI
2677,75000,6120,1162,Excelente,SI
2678,88000,6120,1015,Tipico_pobre,NO
2679,80500,6240,912,Bueno,NO
2680,149000,6240,1576,Excelente,SI
2681,110000,6120,1324,Bueno,SI
2682,110500,6000,1103,Bueno,SI
2683,89000,6000,616,Bueno,SI
2684,113000,6380,1048,Tipico_pobre,SI
